          x[m]          y[m]          z[m]      SEL[dBA]    LAmax[dBA]   EPNL[EPNdB]  PNLTM[TPNdB]
     104687.00     479720.00          0.00         12.12         32.31         11.04         39.89
     104687.00     479845.00          0.00         11.80         32.02         10.65         39.53
     104687.00     479970.00          0.00         11.48         31.72         10.25         39.16
     104687.00     480095.00          0.00         11.14         31.42          9.83         38.78
     104687.00     480220.00          0.00         10.76         31.11          9.10         38.40
     104687.00     480345.00          0.00         10.38         30.80          8.41         38.01
     104687.00     480470.00          0.00          9.99         30.49          7.75         37.62
     104687.00     480595.00          0.00          9.61         30.17          7.11         37.23
     104687.00     480720.00          0.00          9.23         29.84          6.49         36.79
     104687.00     480845.00          0.00          8.85         29.48          5.89         36.30
     104687.00     480970.00          0.00          8.48         29.13          5.32         35.80
     104687.00     481095.00          0.00          8.11         28.78          4.76         35.31
     104687.00     481220.00          0.00          7.74         28.43          4.22         34.82
     104687.00     481345.00          0.00          7.30         28.08          3.58         34.33
